CUSTOMER;PRODUCT;TRANSACTION TYPE;YEAR;GROUP TYPE;PROSPECT TYPE;STRATEGIC INITIATIVE;SALES TYPE;PROJECT MANAGER;HANGAR;LINE;UNIT;AMS;AREA;COUNTRY;REGION;AC/ENG/APU/COMP;AC-REG;MAINTENANCE EVENT;MARKET SHARE;SALES PLAN;Sales Updated;REMARKS;SO NUMBER;START DATE;TAT;END DATE;SALES LEVEL;STATUS;CANCEL REASON;DETAILED CANCEL REASON
Seacon;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;PN;I;;;A/C;T7-RTX;Inspection;;45000;45000;;;2023-01-16;7;2023-01-23;1;Closed - In;;
Various;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;PN;I;;;A/C;T7-888;Painting - ACAM;;100000;14056;;;2023-01-09;5;2023-01-14;1;Closed - In;;
Semen Indonesia Group;Industrial Solution;TMB Project;2023;NGA;Organic;;RKAP;;;;;DY;I;;;NA;NA;NA;;193103.45;193103;Re-schedule belum ada budget tahun ini;;2023-06-01;90;2023-08-30;4;Cancelled;Missed Plan;Re-schedule belum ada budget tahun ini
Serba Dinamik Indonesia;Industrial Solution;TMB Project;2023;NGA;Organic;;RKAP;;;;;HH;I;;;;;Repair Parts;;75000;75000;;;2023-09-01;30;2023-09-30;4;Open;;
Solomon Airlines;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;AS;I;;;;;C-check;;150000;150000;;;2023-11-01;90;2024-01-29;4;Open;;
Sulzer;Industrial Solution;TMB Project;2023;NGA;Organic;;RKAP;;;;;DY;I;;;NA;NA;Penetrate Gas Turbin dan Area AouthEast Asia;;1123243;1123243;;;2023-10-01;365;2024-09-30;3;Cancelled;Internal Customer;Dilakukan Re-Team Up dengan Sulzer
Taka;Industrial Solution;TMB Project;2023;NGA;Organic;;RKAP;;;;;HH;I;;;Frame 5;Tbd;Repair or coating Parts;;50000;10000;;;2023-12-01;60;2024-01-30;4;Open;;
Torishima Guna Engineering;Industrial Solution;TMB Project;2023;NGA;Organic;;RKAP;;;;;HH;I;;;;;Repair Parts;;15000;55000;;;2023-10-16;60;2023-12-15;4;Open;;
Viet Star;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;PN;I;;;;;Painting;;260000;260000;;;2023-11-01;15;2023-11-15;4;Open;;
WJA;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;PN;I;;;;;;;200000;200000;;;2023-07-01;15;2023-07-15;4;Open;;
WJA;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;PN;I;;;;;;;200000;200000;;;2023-07-01;15;2023-07-15;4;Open;;
WJA;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;PN;I;;;;;;;200000;200000;;;2023-07-01;15;2023-07-15;4;Open;;
WJA;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;PN;I;;;;;;;200000;200000;;;2023-08-01;15;2023-08-15;4;Open;;
WJA;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;PN;I;;;;;;;200000;200000;;;2023-08-01;15;2023-08-15;4;Open;;
WJA;Engineering;TMB Project;2023;NGA;Organic;;RKAP;;;;;PN;I;;;;;Carpet Replacement;;70000;70000;;;2023-09-01;15;2023-09-15;3;Open;;
WJA;Engineering;TMB Project;2023;NGA;Organic;;RKAP;;;;;PN;I;;;;;Carpet Replacement;;70000;70000;;;2023-09-01;15;2023-09-15;3;Open;;
WJA;Engineering;TMB Project;2023;NGA;Organic;;RKAP;;;;;PN;I;;;;;Carpet Replacement;;70000;70000;;;2023-10-01;15;2023-10-15;3;Open;;
WJA;Engineering;TMB Project;2023;NGA;Organic;;RKAP;;;;;PN;I;;;;;Carpet Replacement;;70000;70000;;;2023-10-01;15;2023-10-15;3;Open;;
Aero Capital Solution;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;DR;II;;;TBD;TBD;C-Check;;200000;200000;;;2023-12-01;15;2023-12-16;4;Open;;
AirAsia X;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;IH;II;;;A330;TBD;C-Check Light;;250000;250000;;;2023-06-01;9;2023-06-10;2;Cancelled;Internal Customer;Sent to other MRo
AirAsia X;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;IH;II;;;a330;tbd;C-Check Light;;250000;250000;;;2023-07-01;9;2023-07-10;2;Cancelled;Internal Customer;cancelled by AAX
AirAsia X;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;IH;II;;;A330;TBD;Painting;;250000;150000;;;2023-08-01;18;2023-08-19;2;Open;;
AirAsia X;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;IH;II;;;A330;9M-XBG;C-Check Light;;250000;250000;;;2023-12-18;26;2024-01-13;2;Open;;
AirAsia X;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;IH;II;;;A330;tbd;C-Check Light;;250000;250000;;;2023-10-01;9;2023-10-10;2;Cancelled;Internal Customer;Cancelled by customer
AirAsia X;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;IH;II;;;A330;9M-XXU;C-Check;;250000;350000;proposal review;;2023-03-25;26;2023-04-20;2;Open;;
AirAsia X;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;IH;II;;;A330;9M-XBF;C-Check;;500000;400000;proposal review;;2023-11-12;26;2023-12-08;2;Open;;
Airbus;Training;TMB Project;2023;NGA;Organic;;RKAP;;;;;DR;II;;;;;;;300000;300000;;;2023-12-01;15;2023-12-15;2;Open;;
Airfast Indonesia;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;Aircraft;TBD;Parking & Escourting;;240000;240000;;;2023-03-01;365;2024-02-29;1;Cancelled;Internal Customer;Customer internal issue, cancelled the plan
Airfast Indonesia;Component;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;Retail Component;;120000;120000;;;2023-05-01;365;2024-04-29;4;Open;;
Airmark / My Indo / My Jet Xpress;Engine & APU;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;;;250000;250000;;;2023-11-01;90;2024-01-29;4;Open;;
Airmark / My Indo / My Jet Xpress;Engine & APU;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;;;250000;250000;;;2023-11-01;90;2024-01-29;4;Open;;
Airmark / My Indo / My Jet Xpress;Engine & APU;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;;;250000;250000;;;2023-11-01;90;2024-01-29;4;Open;;
All Nippon Airways;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;TBA;TBA;C-Check;;250000;250000;;;2023-07-01;19;2023-07-20;4;Cancelled;Missed Plan;Miss Plan
All Nippon Airways;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;NA;Various;Tech Handling;;29700;29700;;;2023-01-01;31;2023-02-01;1;Closed - Sales;;
All Nippon Airways;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;29700;29700;;;2023-02-01;28;2023-02-28;2;Open;;
All Nippon Airways;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;29700;29700;;;2023-03-01;31;2023-03-31;2;Open;;
All Nippon Airways;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;29700;29700;;;2023-04-01;30;2023-04-30;2;Open;;
All Nippon Airways;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;29700;29700;;;2023-05-01;31;2023-05-31;2;Open;;
All Nippon Airways;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;29700;29700;;;2023-06-01;30;2023-06-30;2;Open;;
All Nippon Airways;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;29700;29700;;;2023-07-01;31;2023-07-31;2;Open;;
All Nippon Airways;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;29700;29700;;;2023-08-01;31;2023-08-31;2;Open;;
All Nippon Airways;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;29700;29700;;;2023-09-01;30;2023-09-30;2;Open;;
All Nippon Airways;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;29700;29700;;;2023-10-01;31;2023-10-31;2;Open;;
All Nippon Airways;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;29700;29700;;;2023-11-01;30;2023-11-30;2;Open;;
All Nippon Airways;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;29700;29700;;;2023-12-01;31;2023-12-31;2;Open;;
Asiana Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;6600;6600;;;2023-01-01;31;2023-01-31;2;Open;;
Asiana Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;6600;6600;;;2023-02-01;28;2023-02-28;3;Open;;
Asiana Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;6600;6600;;;2023-03-01;31;2023-03-31;3;Open;;
Asiana Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;6600;6600;;;2023-04-01;30;2023-04-30;3;Open;;
Asiana Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;6600;6600;;;2023-05-01;31;2023-05-31;3;Open;;
Asiana Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;6600;6600;;;2023-06-01;30;2023-06-30;3;Open;;
Asiana Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;6600;6600;;;2023-07-01;31;2023-07-31;3;Open;;
Asiana Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;6600;6600;;;2023-08-01;31;2023-08-31;3;Open;;
Asiana Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;6600;6600;;;2023-09-01;30;2023-09-30;3;Open;;
Asiana Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;6600;6600;;;2023-10-01;31;2023-10-31;3;Open;;
Asiana Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;6600;6600;;;2023-11-01;30;2023-11-30;3;Open;;
Asiana Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;6600;6600;;;2023-12-01;31;2023-12-31;3;Open;;
Aviation Fleet Support;Engine & APU;TMB Project;2023;NGA;Organic;;RKAP;;;;;SS;II;;;;;Engine Repair;;500000;500000;;;2023-07-01;35;2023-08-04;2;Open;;
Aviation Fleet Support;Engine & APU;TMB Project;2023;NGA;Organic;;RKAP;;;;;SS;II;;;;;Engine Repair;;500000;500000;;;2023-10-01;35;2023-11-04;2;Open;;
Bamboo Airways;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;TS;II;;;LEAP 1A;VN-A226;C01-Check Heavy;;60000;60000;;;2023-03-06;3;2023-03-09;3;Cancelled;Pricing;GMF Price 60%-70% higher compare to local MRO in Vietnam
Bamboo Airways;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;TS;II;;;LEAP 1A;VN-A222;C01-Check;;60000;60000;;;2023-03-13;3;2023-03-16;3;Cancelled;Pricing;GMF Price 60%-70% higher compare to local MRO in Vietnam
Bangkok Airways;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;SS;II;;;A320;HS-PGZ;C-Check Light;;100000;150000;Quotation Signed. HS-PGZ landing 12 Feb 2023 ( Start C-Check 15 Feb);;2023-02-15;12;2023-02-27;1;Closed - Sales;;
Bangkok Airways;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;SS;II;;;;TBD;C-Check Light;;100000;100000;;;2023-09-01;9;2023-09-09;3;Open;;
Batam Aero Technic;Component;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;Component Various;TBD;Retail Component;;75000;75000;;;2023-03-01;30;2023-03-31;4;Cancelled;Internal Customer;Customer reschedule maintenance plan
Biman Bangladesh;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;DR;II;;;TBD;TBD;C-Check Light;;100000;100000;;;2023-07-01;9;2023-07-10;3;Cancelled;Reschedule;reschedule
Black Stone;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;Aircraft;TBD;A-Check;;75000;75000;;;2023-07-01;30;2023-07-31;1;Cancelled;Internal Customer;Customer internal issue
Black Stone;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;Aircraft;TBD;A-Check;;75000;75000;;;2023-07-01;30;2023-07-31;1;Cancelled;Internal Customer;Internal Customer Invoice
Black Stone;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;Aircraft;TBD;A-Check;;75000;75000;;;2023-07-01;30;2023-07-31;1;Cancelled;Internal Customer;Customer Internal Issue
Black Stone;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;Aircraft;PK-XXX;C-check;;150000;150000;;;2023-02-01;30;2023-03-03;4;Cancelled;Missed Plan;Move to Area 1 - On Behalf Pak Yuki Kurniawan
Black Stone;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;Aircraft;PK-XXX;C-check;;150000;150000;;;2023-02-01;30;2023-03-03;4;Cancelled;Missed Plan;Moved to area 1 - on behalf Pak Yuki Kurniawan
Black Stone;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;Aircraft;PK-XXX;C-check;;150000;150000;;;2023-02-01;30;2023-03-03;4;Cancelled;Missed Plan;Moved to Area - On Behalf Pak Yuki Kurniawan
Cambodia Airways;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;SS;II;;;;TBD;C-Check Light;;100000;100000;;;2023-10-01;9;2023-10-09;3;Open;;
Cargo Lux;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;1920;1920;;;2023-01-01;31;2023-01-31;3;Open;;
Cargo Lux;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;1920;1920;;;2023-02-01;28;2023-02-28;3;Open;;
Cargo Lux;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;1920;1920;;;2023-03-01;31;2023-03-31;3;Open;;
Cargo Lux;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;1920;1920;;;2023-04-01;30;2023-04-30;3;Open;;
Cargo Lux;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;1920;1920;;;2023-05-01;31;2023-05-31;3;Open;;
Cargo Lux;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;1920;1920;;;2023-06-01;30;2023-06-30;3;Open;;
Cargo Lux;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;1920;1920;;;2023-07-01;31;2023-07-31;3;Open;;
Cargo Lux;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;1920;1920;;;2023-08-01;31;2023-08-31;3;Open;;
Cargo Lux;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;1920;1920;;;2023-09-01;30;2023-09-30;3;Open;;
Cargo Lux;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;1920;1920;;;2023-10-01;31;2023-10-31;3;Open;;
Cargo Lux;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;1920;1920;;;2023-11-01;30;2023-11-30;3;Open;;
Cargo Lux;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;1920;1920;;;2023-12-01;31;2023-12-31;3;Open;;
Cebu Pacific;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;IH;II;;;ATR72-500;RP-C7282;2YE+OOP+DE-ICER+WB;;250000;254600;closed in;;2023-01-07;17;2023-01-24;1;Closed - In;;
Cebu Pacific;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;IH;II;;;ATR72;RP-C7284;C-Check;;250000;257600;closed sales;;2023-03-26;30;2023-04-25;1;Closed - Sales;;
Cebu Pacific;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;IH;II;;;A330;RP-C3348;C-Check Heavy;;500000;200000;;;2023-04-01;19;2023-04-20;2;Open;;
Cebu Pacific;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;IH;II;;;A330;RP-C3348;C-Check;;500000;500000;;;2023-09-04;28;2023-10-02;2;Open;;
Cebu Pacific;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;IH;II;;;A320;RP-C3275;C-Check;;500000;300000;;;2023-09-01;19;2023-09-20;2;Open;;
Cebu Pacific;Engine & APU;TMB Project;2023;NGA;Organic;;RKAP;;;;;IH;II;;;;;Medium Repair;;1000000;1000000;;;2023-07-01;60;2023-08-29;3;Open;;
China Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;17498.4;17498;;;2023-01-01;31;2023-01-31;3;Open;;
China Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;17498.4;17498;;;2023-02-01;28;2023-02-28;3;Open;;
China Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;17498.4;17498;;;2023-03-01;31;2023-03-31;3;Open;;
China Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;17498.4;17498;;;2023-04-01;30;2023-04-30;3;Open;;
China Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;17498.4;17498;;;2023-05-01;31;2023-05-31;3;Open;;
China Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;17498.4;17498;;;2023-06-01;30;2023-06-30;3;Open;;
China Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;17498.4;17498;;;2023-07-01;31;2023-07-31;3;Open;;
China Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;17498.4;17498;;;2023-08-01;31;2023-08-31;3;Open;;
China Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;17498.4;17498;;;2023-09-01;30;2023-09-30;3;Open;;
China Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;17498.4;17498;;;2023-10-01;31;2023-10-31;3;Open;;
China Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;17498.4;17498;;;2023-11-01;30;2023-11-30;3;Open;;
China Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;17498.4;17498;;;2023-12-01;31;2023-12-31;3;Open;;
China Eastern;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;4800;4800;;;2023-01-01;31;2023-01-31;3;Open;;
China Eastern;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;4800;4800;;;2023-02-01;28;2023-02-28;3;Open;;
China Eastern;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;4800;4800;;;2023-03-01;31;2023-03-31;3;Open;;
China Eastern;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;4800;4800;;;2023-04-01;30;2023-04-30;3;Open;;
China Eastern;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;4800;4800;;;2023-05-01;31;2023-05-31;3;Open;;
China Eastern;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;4800;4800;;;2023-06-01;30;2023-06-30;3;Open;;
China Eastern;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;4800;4800;;;2023-07-01;31;2023-07-31;3;Open;;
China Eastern;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;4800;4800;;;2023-08-01;31;2023-08-31;3;Open;;
China Eastern;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;4800;4800;;;2023-09-01;30;2023-09-30;3;Open;;
China Eastern;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;4800;4800;;;2023-10-01;31;2023-10-31;3;Open;;
China Eastern;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;4800;4800;;;2023-11-01;30;2023-11-30;3;Open;;
China Eastern;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;4800;4800;;;2023-12-01;31;2023-12-31;3;Open;;
China Southern;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;864;864;;;2023-01-01;31;2023-01-31;3;Open;;
China Southern;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;864;864;;;2023-02-01;28;2023-02-28;3;Open;;
China Southern;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;864;864;;;2023-03-01;31;2023-03-31;3;Open;;
China Southern;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;864;864;;;2023-04-01;30;2023-04-30;3;Open;;
China Southern;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;864;864;;;2023-05-01;31;2023-05-31;3;Open;;
China Southern;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;864;864;;;2023-06-01;30;2023-06-30;3;Open;;
China Southern;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;864;864;;;2023-07-01;31;2023-07-31;3;Open;;
China Southern;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;864;864;;;2023-08-01;31;2023-08-31;3;Open;;
China Southern;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;864;864;;;2023-09-01;30;2023-09-30;3;Open;;
China Southern;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;864;864;;;2023-10-01;31;2023-10-31;3;Open;;
China Southern;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;864;864;;;2023-11-01;30;2023-11-30;3;Open;;
China Southern;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;864;864;;;2023-12-01;31;2023-12-31;3;Open;;
Ethiopian;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;3165.52;3166;;;2023-01-01;31;2023-01-31;3;Open;;
Ethiopian;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;3165.52;3166;;;2023-02-01;28;2023-02-28;3;Open;;
Ethiopian;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;3165.52;3166;;;2023-03-01;31;2023-03-31;3;Open;;
Ethiopian;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;3165.52;3166;;;2023-04-01;30;2023-04-30;3;Open;;
Ethiopian;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;3165.52;3166;;;2023-05-01;31;2023-05-31;3;Open;;
Ethiopian;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;3165.52;3166;;;2023-06-01;30;2023-06-30;3;Open;;
Ethiopian;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;3165.52;3166;;;2023-07-01;31;2023-07-31;3;Open;;
Ethiopian;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;3165.52;3166;;;2023-08-01;31;2023-08-31;3;Open;;
Ethiopian;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;3165.52;3166;;;2023-09-01;30;2023-09-30;3;Open;;
Ethiopian;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;3165.52;3166;;;2023-10-01;31;2023-10-31;3;Open;;
Ethiopian;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;3165.52;3166;;;2023-11-01;30;2023-11-30;3;Open;;
Ethiopian;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;3165.52;3166;;;2023-12-01;31;2023-12-31;3;Open;;
FL Technics/ Avia Technic Dirgantara;Component;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;Retail Component;;180000;180000;;;2023-05-01;365;2024-04-29;3;Open;;
Gainjet;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;;C-Check;;250000;250000;;;2023-12-01;19;2023-12-17;3;Open;;
Gainjet;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;;C-Check;;250000;250000;;;2023-10-01;19;2023-10-17;3;Open;;
Gainjet;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;18600;18600;;;2023-01-01;31;2023-01-31;3;Open;;
Gainjet;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;18600;18600;;;2023-02-01;28;2023-02-28;3;Open;;
Gainjet;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;18600;18600;;;2023-03-01;31;2023-03-31;3;Open;;
Gainjet;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;18600;18600;;;2023-04-01;30;2023-04-30;3;Open;;
Gainjet;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;18600;18600;;;2023-05-01;31;2023-05-31;3;Open;;
Gainjet;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;18600;18600;;;2023-06-01;30;2023-06-30;3;Open;;
Gainjet;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;18600;18600;;;2023-07-01;31;2023-07-31;3;Open;;
